96.774757,163.716949,8.456378,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.707809,163.937485,8.455036,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.739235,163.973907,8.193008,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.739235,163.973907,8.193008,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.663521,163.920563,7.882167,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.774559,163.646393,7.896091,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.841393,163.636810,8.164973,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
95.738823,163.995895,8.188679,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
95.679253,163.813263,7.649280,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.471306,163.854797,7.710437,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.465637,164.011292,8.214725,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.471306,163.854797,7.710437,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.663521,163.920563,7.882167,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.739235,163.973907,8.193008,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
96.465637,164.011292,8.214725,23.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.187742,26.749872,-1.334247,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.274701,22.242886,-1.202284,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.567647,22.256559,-0.086203,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.645391,26.653971,-0.172544,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.137966,22.209112,-1.013203,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.007873,26.774403,-1.178178,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.068834,26.725180,-0.013396,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.315192,22.180115,0.163968,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.030416,38.098675,-2.329231,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.013195,32.060623,-1.581028,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.832019,31.989101,-0.330523,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.149395,38.140434,-1.033081,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.775935,32.041523,-1.449578,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.728798,38.004147,-2.244283,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.235640,37.894051,-1.059071,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.662493,31.960152,-0.296950,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.174445,48.748253,-4.293638,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.064883,43.747547,-3.181844,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.494467,43.862831,-1.820231,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.818569,48.955460,-3.019532,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.726231,43.614525,-3.119558,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.801954,48.595875,-4.175127,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.593002,48.488979,-2.807387,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.862699,43.482449,-1.866544,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.399498,17.929871,-1.371272,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.413013,14.911856,-1.616100,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.842055,14.225519,-0.263383,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.674239,17.915436,-0.175106,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.446476,14.756168,-1.440443,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.312264,17.871820,-1.197347,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.508613,17.789347,0.028346,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.643884,13.991264,-0.101066,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.064883,43.747547,-3.181844,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.030416,38.098675,-2.329231,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.149395,38.140434,-1.033081,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.494467,43.862831,-1.820231,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.728798,38.004147,-2.244283,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.726231,43.614525,-3.119558,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.862699,43.482449,-1.866544,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.235640,37.894051,-1.059071,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.671465,13.653694,0.048816,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.450884,17.863367,0.035801,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.665100,17.953964,-0.929035,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.813342,14.263288,-1.039893,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.410397,22.257677,0.153532,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.563713,26.657558,0.071379,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.646592,26.691936,-0.899245,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.561343,22.292334,-0.818350,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.825335,31.999680,-0.110412,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.219135,38.154003,-0.793043,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.172237,38.173317,-1.723411,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.849698,32.022499,-1.036239,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.219135,38.154003,-0.793043,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.641859,43.912357,-1.498718,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.524239,43.891144,-2.505905,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.172237,38.173317,-1.723411,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.641859,43.912357,-1.498718,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
18.027302,49.061707,-2.745590,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.851334,48.983837,-3.706604,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.524239,43.891144,-2.505905,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.012753,12.871082,-1.040088,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.776667,12.069007,0.036994,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.671465,13.653694,0.048816,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.813342,14.263288,-1.039893,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.842055,14.225519,-0.263383,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.413013,14.911856,-1.616100,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.393453,13.690866,-1.806742,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.080175,12.813279,-0.167819,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.508129,13.595350,-1.714273,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.446476,14.756168,-1.440443,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.643884,13.991264,-0.101066,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.646142,12.821342,-0.383182,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.274701,22.242886,-1.202284,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.399498,17.929871,-1.371272,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.674239,17.915436,-0.175106,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.567647,22.256559,-0.086203,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.450884,17.863367,0.035801,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.410397,22.257677,0.153532,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.561343,22.292334,-0.818350,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.665100,17.953964,-0.929035,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.312264,17.871820,-1.197347,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.137966,22.209112,-1.013203,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.315192,22.180115,0.163968,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.508613,17.789347,0.028346,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.326202,26.623198,3.022701,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.441030,26.336229,1.401144,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.498427,26.725018,0.067333,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.466386,37.883911,-0.959591,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.171325,37.827721,0.789666,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.505684,34.414749,1.146247,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.008542,31.957939,-0.237483,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.411026,48.356350,0.507774,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.703383,44.628944,1.226222,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.944050,43.505260,-1.689355,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.643834,48.572994,-2.519144,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.901792,17.616755,3.079470,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.092772,14.859166,3.019060,57.000000,58.000000,0.000000,0.000000,0.803141,0.196859,0.000000,0.000000
8.264184,13.426809,0.083115,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.026614,17.738651,0.129922,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.753201,43.503025,1.354184,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.170217,38.493496,1.823422,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.466386,37.883911,-0.959591,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.944050,43.505260,-1.689355,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.671465,13.653694,0.048816,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.912724,13.486549,2.014967,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.980539,15.558268,2.165211,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.450884,17.863367,0.035801,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.060570,23.901211,2.601404,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.353592,26.526075,2.600410,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.563713,26.657558,0.071379,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.410397,22.257677,0.153532,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.090616,34.618431,2.552727,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.587748,38.194923,2.371024,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.219135,38.154003,-0.793043,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.825335,31.999680,-0.110412,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.587748,38.194923,2.371024,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.484098,42.441147,1.733923,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.641859,43.912357,-1.498718,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.219135,38.154003,-0.793043,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.699293,45.170357,1.246106,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.857946,48.766663,0.404184,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
18.027302,49.061707,-2.745590,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.641859,43.912357,-1.498718,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.710846,61.241131,-5.678400,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.454626,61.717178,-7.715184,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.334616,61.343544,-10.621221,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.700716,60.852814,-8.523455,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.156710,60.785278,-7.960774,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.966025,61.300835,-10.379699,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.850593,61.670036,-7.427129,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.161568,61.197571,-5.114792,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.211056,12.679824,0.129089,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
10.057662,12.396285,-2.393370,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.579806,11.698426,-1.308547,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.867572,12.035301,1.030618,57.000000,58.000000,0.000000,0.000000,0.580870,0.419130,0.000000,0.000000
16.032774,11.854927,-1.137414,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.608655,12.669382,-2.644917,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.946865,12.437900,0.330755,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.615037,11.683011,1.312939,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.990321,20.937845,2.514265,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
15.953404,22.543856,2.608631,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.410397,22.257677,0.153532,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.737980,20.371824,3.168884,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.901792,17.616755,3.079470,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8.026614,17.738651,0.129922,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.812957,22.179781,0.265576,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.856753,52.996929,-5.274541,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.996293,57.642296,-7.230477,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7.433810,58.273785,-6.089911,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.776549,53.455414,-4.119538,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.638638,58.992409,-5.984410,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.632405,59.419426,-3.105748,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.755652,54.184212,-0.965876,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.857916,53.921124,-3.915838,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.693853,54.374496,-1.125211,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.255901,53.166912,-3.421771,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.343371,57.996685,-5.347810,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.481686,59.342896,-3.429147,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.693853,54.374496,-1.125211,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.481686,59.342896,-3.429147,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.505354,58.847649,-6.352442,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.997807,53.994431,-4.215314,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.997807,53.994431,-4.215314,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.505354,58.847649,-6.352442,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.484234,58.430534,-7.127975,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.867805,53.607086,-5.103436,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.287095,57.643215,-7.422189,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
13.250162,53.014397,-5.419370,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.836420,53.569572,-4.414315,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
16.456503,58.390701,-6.436166,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.801954,48.595875,-4.175127,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9.856753,52.996929,-5.274541,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.776549,53.455414,-4.119538,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6.593002,48.488979,-2.807387,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.755652,54.184212,-0.965876,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.667860,50.158516,0.141351,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.643834,48.572994,-2.519144,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5.857916,53.921124,-3.915838,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.857946,48.766663,0.404184,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.785868,51.229946,-0.267621,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
18.027302,49.061707,-2.745590,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
18.027302,49.061707,-2.745590,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
17.997807,53.994431,-4.215314,57.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
