64,0,8,5,0,8,5,0,58,0,0
65,0,0,9,5,0,9,5,0,59,0
66,0,0,0,0,6,0,0,6,0,60
67,0,0,0,0,1,6,0,1,6,0
68,61,0,0,0,0,2,6,0,2,6
69,0,62,0,0,0,0,3,6,0,3
70,6,0,63,0,0,0,0,4,6,0
71,4,6,0,64,0,0,0,0,5,6
72,0,5,6,0,65,0,0,0,0,6
73,6,0,6,6,0,66,0,0,0,0
74,7,6,0,7,6,0,67,0,0,0
75,0,8,6,0,8,6,0,68,0,0
76,0,0,9,6,0,9,6,0,69,0
77,0,0,0,0,7,0,0,7,0,70
78,0,0,0,0,1,7,0,1,7,0
79,71,0,0,0,0,2,7,0,2,7
80,0,72,0,0,0,0,3,7,0,3
81,7,0,73,0,0,0,0,4,7,0
82,4,7,0,74,0,0,0,0,5,7
83,0,5,7,0,75,0,0,0,0,6
84,7,0,6,7,0,76,0,0,0,0
85,7,7,0,7,7,0,77,0,0,0
86,0,8,7,0,8,7,0,78,0,0
87,0,0,9,7,0,9,7,0,79,0
88,0,0,0,0,0,1,0,0,1,80
89,0,0,0,0,1,0,1,1,0,1
90,81,0,0,0,0,2,0,1,2,0
91,1,82,0,0,0,0,3,0,1,3
92,0,1,83,0,0,0,0,4,0,1
93,4,0,1,84,0,0,0,0,5,0
94,1,5,0,1,85,0,0,0,0,6
95,0,1,6,0,1,86,0,0,0,0
96,7,0,1,7,0,1,87,0,0,0
97,0,8,0,1,8,0,1,88,0,0
98,0,0,9,0,1,9,0,1,89,0
99,0,0,0,0,1,1,0,1,1,90
100,0,0,0,0,1,1,1,1,1,1
101,91,0,0,0,0,2,1,1,2,1
102,1,92,0,0,0,0,3,1,1,3
103,1,1,93,0,0,0,0,4,1,1
104,4,1,1,94,0,0,0,0,5,1
105,1,5,1,1,95,0,0,0,0,6
106,1,1,6,1,1,96,0,0,0,0
107,7,1,1,7,1,1,97,0,0,0
108,0,8,1,1,8,1,1,98,0,0
109,0,0,9,1,1,9,1,1,99,0
110,0,0,0,0,2,1,0,2,1,100
111,0,0,0,0,1,2,1,1,2,1
112,101,0,0,0,0,2,2,1,2,2
113,1,102,0,0,0,0,3,2,1,3
114,2,1,103,0,0,0,0,4,2,1
115,4,2,1,104,0,0,0,0,5,2
116,1,5,2,1,105,0,0,0,0,6
117,2,1,6,2,1,106,0,0,0,0
118,7,2,1,7,2,1,107,0,0,0
119,0,8,2,1,8,2,1,108,0,0
120,0,0,9,2,1,9,2,1,109,0
121,0,0,0,0,3,1,0,3,1,110
122,0,0,0,0,1,3,1,1,3,1
123,111,0,0,0,0,2,3,1,2,3
124,1,112,0,0,0,0,3,3,1,3
125,3,1,113,0,0,0,0,4,3,1
126,4,3,1,114,0,0,0,0,5,3
127,1,5,3,1,115,0,0,0,0,6
128,3,1,6,3,1,116,0,0,0,0
129,7,3,1,7,3,1,117,0,0,0
130,0,8,3,1,8,3,1,118,0,0
131,0,0,9,3,1,9,3,1,119,0
132,0,0,0,0,4,1,0,4,1,120
133,0,0,0,0,1,4,1,1,4,1
134,121,0,0,0,0,2,4,1,2,4
135,1,122,0,0,0,0,3,4,1,3
136,4,1,123,0,0,0,0,4,4,1
137,4,4,1,124,0,0,0,0,5,4
138,1,5,4,1,125,0,0,0,0,6
139,4,1,6,4,1,126,0,0,0,0
140,7,4,1,7,4,1,127,0,0,0
141,0,8,4,1,8,4,1,128,0,0
142,0,0,9,4,1,9,4,1,129,0
143,0,0,0,0,5,1,0,5,1,130
144,0,0,0,0,1,5,1,1,5,1
145,131,0,0,0,0,2,5,1,2,5
146,1,132,0,0,0,0,3,5,1,3
147,5,1,133,0,0,0,0,4,5,1
148,4,5,1,134,0,0,0,0,5,5
149,1,5,5,1,135,0,0,0,0,6
150,5,1,6,5,1,136,0,0,0,0
151,7,5,1,7,5,1,137,0,0,0
152,0,8,5,1,8,5,1,138,0,0
153,0,0,9,5,1,9,5,1,139,0
154,0,0,0,0,6,1,0,6,1,140
155,0,0,0,0,1,6,1,1,6,1
156,141,0,0,0,0,2,6,1,2,6
157,1,142,0,0,0,0,3,6,1,3
158,6,1,143,0,0,0,0,4,6,1
159,4,6,1,144,0,0,0,0,5,6
160,1,5,6,1,145,0,0,0,0,6
161,6,1,6,6,1,146,0,0,0,0
162,7,6,1,7,6,1,147,0,0,0
163,0,8,6,1,8,6,1,148,0,0
164,0,0,9,6,1,9,6,1,149,0
165,0,0,0,0,7,1,0,7,1,150
166,0,0,0,0,1,7,1,1,7,1
167,151,0,0,0,0,2,7,1,2,7
168,1,152,0,0,0,0,3,7,1,3
169,7,1,153,0,0,0,0,4,7,1
170,4,7,1,154,0,0,0,0,5,7
171,1,5,7,1,155,0,0,0,0,6
172,7,1,6,7,1,156,0,0,0,0
173,7,7,1,7,7,1,157,0,0,0
174,0,8,7,1,8,7,1,158,0,0
175,0,0,9,7,1,9,7,1,159,0
176,0,0,0,0,0,2,0,0,2,160
177,0,0,0,0,1,0,2,1,0,2
178,161,0,0,0,0,2,0,2,2,0
179,2,162,0,0,0,0,3,0,2,3
180,0,2,163,0,0,0,0,4,0,2
181,4,0,2,164,0,0,0,0,5,0
182,2,5,0,2,165,0,0,0,0,6
183,0,2,6,0,2,166,0,0,0,0
184,7,0,2,7,0,2,167,0,0,0
185,0,8,0,2,8,0,2,168,0,0
186,0,0,9,0,2,9,0,2,169,0
187,0,0,0,0,1,2,0,1,2,170
188,0,0,0,0,1,1,2,1,1,2
189,171,0,0,0,0,2,1,2,2,1
190,2,172,0,0,0,0,3,1,2,3
191,1,2,173,0,0,0,0,4,1,2
192,4,1,2,174,0,0,0,0,5,1
193,2,5,1,2,175,0,0,0,0,6
194,1,2,6,1,2,176,0,0,0,0
195,7,1,2,7,1,2,177,0,0,0
196,0,8,1,2,8,1,2,178,0,0
197,0,0,9,1,2,9,1,2,179,0
198,0,0,0,0,2,2,0,2,2,180
199,0,0,0,0,1,2,2,1,2,2
200,181,0,0,0,0,2,2,2,2,2
201,2,182,0,0,0,0,3,2,2,3
202,2,2,183,0,0,0,0,4,2,2
203,4,2,2,184,0,0,0,0,5,2
204,2,5,2,2,185,0,0,0,0,6
205,2,2,6,2,2,186,0,0,0,0
206,7,2,2,7,2,2,187,0,0,0
207,0,8,2,2,8,2,2,188,0,0
208,0,0,9,2,2,9,2,2,189,0
209,0,0,0,0,3,2,0,3,2,190
210,0,0,0,0,1,3,2,1,3,2
211,191,0,0,0,0,2,3,2,2,3
212,2,192,0,0,0,0,3,3,2,3
213,3,2,193,0,0,0,0,4,3,2
214,4,3,2,194,0,0,0,0,5,3
215,2,5,3,2,195,0,0,0,0,6
216,3,2,6,3,2,196,0,0,0,0
217,7,3,2,7,3,2,197,0,0,0
218,0,8,3,2,8,3,2,198,0,0
219,0,0,9,3,2,9,3,2,199,0
220,0,0,0,0,4,2,0,4,2,200
221,0,0,0,0,1,4,2,1,4,2
222,201,0,0,0,0,2,4,2,2,4
223,2,202,0,0,0,0,3,4,2,3
224,4,2,203,0,0,0,0,4,4,2
225,4,4,2,204,0,0,0,0,5,4
226,2,5,4,2,205,0,0,0,0,6
227,4,2,6,4,2,206,0,0,0,0
228,7,4,2,7,4,2,207,0,0,0
229,0,8,4,2,8,4,2,208,0,0
230,0,0,9,4,2,9,4,2,209,0
231,0,0,0,0,5,2,0,5,2,210
232,0,0,0,0,1,5,2,1,5,2
233,211,0,0,0,0,2,5,2,2,5
234,2,212,0,0,0,0,3,5,2,3
235,5,2,213,0,0,0,0,4,5,2
236,4,5,2,214,0,0,0,0,5,5
237,2,5,5,2,215,0,0,0,0,6
238,5,2,6,5,2,216,0,0,0,0
239,7,5,2,7,5,2,217,0,0,0
